sample,unit,fq1,fq2,reference
MMETSP0853,SRR1296747,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/007/SRR1296747/SRR1296747_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/007/SRR1296747/SRR1296747_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0853.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0878,SRR1296931,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296931/SRR1296931_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296931/SRR1296931_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0878.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0879,SRR1296932,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296932/SRR1296932_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296932/SRR1296932_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0879.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0880,SRR1296933,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296933/SRR1296933_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296933/SRR1296933_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0880.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0881,SRR1296934,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296934/SRR1296934_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296934/SRR1296934_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0881.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0882,SRR1296944,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296944/SRR1296944_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296944/SRR1296944_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0882.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0883,SRR1296945,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1296945/SRR1296945_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1296945/SRR1296945_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0883.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0884,SRR1296946,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296946/SRR1296946_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296946/SRR1296946_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0884.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0885,SRR1296803,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296803/SRR1296803_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296803/SRR1296803_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0885.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0886,SRR1296778,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/008/SRR1296778/SRR1296778_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/008/SRR1296778/SRR1296778_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0886.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0887,SRR1296779,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296779/SRR1296779_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296779/SRR1296779_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0887.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0888,SRR1296780,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296780/SRR1296780_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296780/SRR1296780_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0888.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0889,SRR1296781,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296781/SRR1296781_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296781/SRR1296781_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0889.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0890,SRR1296815,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1296815/SRR1296815_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1296815/SRR1296815_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0890.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0891,SRR1296816,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296816/SRR1296816_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296816/SRR1296816_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0891.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0892,SRR1296817,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/007/SRR1296817/SRR1296817_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/007/SRR1296817/SRR1296817_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0892.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0893,SRR1296818,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/008/SRR1296818/SRR1296818_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/008/SRR1296818/SRR1296818_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0893.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0894,SRR1296856,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296856/SRR1296856_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296856/SRR1296856_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0894.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0895,SRR1296857,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/007/SRR1296857/SRR1296857_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/007/SRR1296857/SRR1296857_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0895.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0896,SRR1296858,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/008/SRR1296858/SRR1296858_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/008/SRR1296858/SRR1296858_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0896.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0897,SRR1296859,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296859/SRR1296859_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296859/SRR1296859_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0897.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0898,SRR1296878,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/008/SRR1296878/SRR1296878_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/008/SRR1296878/SRR1296878_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0898.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0899,SRR1296879,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296879/SRR1296879_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296879/SRR1296879_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0899.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0900,SRR1296880,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296880/SRR1296880_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296880/SRR1296880_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0900.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0901,SRR1296881,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296881/SRR1296881_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296881/SRR1296881_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0901.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0902,SRR1296959,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296959/SRR1296959_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296959/SRR1296959_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0902.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0903,SRR1296962,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296962/SRR1296962_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296962/SRR1296962_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0903.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0904,SRR1296821,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296821/SRR1296821_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296821/SRR1296821_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0904.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0905,SRR1296965,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1296965/SRR1296965_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1296965/SRR1296965_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0905.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0906,SRR1296819,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296819/SRR1296819_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296819/SRR1296819_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0906.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0907,SRR1296966,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296966/SRR1296966_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296966/SRR1296966_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0907.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0908,SRR1296967,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/007/SRR1296967/SRR1296967_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/007/SRR1296967/SRR1296967_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0908.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0909,SRR1296820,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296820/SRR1296820_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296820/SRR1296820_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0909.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0910,SRR1296988,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/008/SRR1296988/SRR1296988_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/008/SRR1296988/SRR1296988_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0910.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0911,SRR1296989,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296989/SRR1296989_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296989/SRR1296989_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0911.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0912,SRR1296990,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296990/SRR1296990_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296990/SRR1296990_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0912.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0913,SRR1300436,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/006/SRR1300436/SRR1300436_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/006/SRR1300436/SRR1300436_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0913.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0914,SRR1300278,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/008/SRR1300278/SRR1300278_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/008/SRR1300278/SRR1300278_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0914.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0915,SRR1300279,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/009/SRR1300279/SRR1300279_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/009/SRR1300279/SRR1300279_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0915.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0916,SRR1300280,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/000/SRR1300280/SRR1300280_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/000/SRR1300280/SRR1300280_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0916.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0917,SRR1300281,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/001/SRR1300281/SRR1300281_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/001/SRR1300281/SRR1300281_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0917.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0918,SRR1300407,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/007/SRR1300407/SRR1300407_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/007/SRR1300407/SRR1300407_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0918.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0920,SRR1300409,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/009/SRR1300409/SRR1300409_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/009/SRR1300409/SRR1300409_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0920.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0924,SRR1300219,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/009/SRR1300219/SRR1300219_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/009/SRR1300219/SRR1300219_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0924.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0925,SRR1300220,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/000/SRR1300220/SRR1300220_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/000/SRR1300220/SRR1300220_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0925.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0929,SRR1300342,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/002/SRR1300342/SRR1300342_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/002/SRR1300342/SRR1300342_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0929.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0930,SRR1300248,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/008/SRR1300248/SRR1300248_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/008/SRR1300248/SRR1300248_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0930.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0932,SRR1300249,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/009/SRR1300249/SRR1300249_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/009/SRR1300249/SRR1300249_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0932.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0933,SRR1300250,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/000/SRR1300250/SRR1300250_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/000/SRR1300250/SRR1300250_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0933.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0936,SRR1300251,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/001/SRR1300251/SRR1300251_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/001/SRR1300251/SRR1300251_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0936.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0937,SRR1300252,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/002/SRR1300252/SRR1300252_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/002/SRR1300252/SRR1300252_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0937.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0938,SRR1300253,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/003/SRR1300253/SRR1300253_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/003/SRR1300253/SRR1300253_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0938.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0939,SRR1300254,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/004/SRR1300254/SRR1300254_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/004/SRR1300254/SRR1300254_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0939.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0941,SRR1300224,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/004/SRR1300224/SRR1300224_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/004/SRR1300224/SRR1300224_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0941.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0942,SRR1300216,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/006/SRR1300216/SRR1300216_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/006/SRR1300216/SRR1300216_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0942.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0943,SRR1300331,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/001/SRR1300331/SRR1300331_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/001/SRR1300331/SRR1300331_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0943.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0944,SRR1300332,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/002/SRR1300332/SRR1300332_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/002/SRR1300332/SRR1300332_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0944.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0945,SRR1300217,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/007/SRR1300217/SRR1300217_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/007/SRR1300217/SRR1300217_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0945.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0946,SRR1300218,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/008/SRR1300218/SRR1300218_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/008/SRR1300218/SRR1300218_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0946.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0947,SRR1300237,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/007/SRR1300237/SRR1300237_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/007/SRR1300237/SRR1300237_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0947.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0948,SRR1300238,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/008/SRR1300238/SRR1300238_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/008/SRR1300238/SRR1300238_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0948.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0949,SRR1300239,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/009/SRR1300239/SRR1300239_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/009/SRR1300239/SRR1300239_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0949.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0950,SRR1300240,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/000/SRR1300240/SRR1300240_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/000/SRR1300240/SRR1300240_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0950.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0954,SRR1300333,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/003/SRR1300333/SRR1300333_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/003/SRR1300333/SRR1300333_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0954.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0955,SRR1294425,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1294425/SRR1294425_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1294425/SRR1294425_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0955.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0956,SRR1300334,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/004/SRR1300334/SRR1300334_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/004/SRR1300334/SRR1300334_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0956.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0957,SRR1294426,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1294426/SRR1294426_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1294426/SRR1294426_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0957.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0958,SRR1300290,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/000/SRR1300290/SRR1300290_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/000/SRR1300290/SRR1300290_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0958.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0959,SRR1300335,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/005/SRR1300335/SRR1300335_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/005/SRR1300335/SRR1300335_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0959.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0960,SRR1300336,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/006/SRR1300336/SRR1300336_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/006/SRR1300336/SRR1300336_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0960.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0961,SRR1300337,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/007/SRR1300337/SRR1300337_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/007/SRR1300337/SRR1300337_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0961.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0962,SRR1300410,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/000/SRR1300410/SRR1300410_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/000/SRR1300410/SRR1300410_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0962.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0963,SRR1300411,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/001/SRR1300411/SRR1300411_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/001/SRR1300411/SRR1300411_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0963.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0964,SRR1300400,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/000/SRR1300400/SRR1300400_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/000/SRR1300400/SRR1300400_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0964.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0965,SRR1300412,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/002/SRR1300412/SRR1300412_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/002/SRR1300412/SRR1300412_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0965.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
